image_filename,image_height,image_width,Region ID,Region Type,Region Value,Region Coords,Line ID,Line Coords,Word ID,Word Coords,Word Text,Confidence
11315881.tif,1000,771,Page1_Block15,language,en-US,"490,204 574,204 574,302 490,302",Page1_Block15_l2,"491,233 570,233 570,240 491,240",Page1_Block15_l2_w1,"491,233 514,233 514,240 491,240",»our,0.2450000048
11315881.tif,1000,771,Page1_Block15,language,en-US,"490,204 574,204 574,302 490,302",Page1_Block15_l2,"491,233 570,233 570,240 491,240",Page1_Block15_l2_w2,"520,234 550,234 550,240 520,240",onocn,0.5019999743
11315881.tif,1000,771,Page1_Block15,language,en-US,"490,204 574,204 574,302 490,302",Page1_Block15_l2,"491,233 570,233 570,240 491,240",Page1_Block15_l2_w3,"555,235 570,235 570,240 555,240",no.,0.3633333445
11315881.tif,1000,771,Page1_Block15,language,en-US,"490,204 574,204 574,302 490,302",Page1_Block15_l3,"491,262 520,262 520,268 491,268",Page1_Block15_l3_w1,"491,262 520,262 520,268 491,268",Route,0.2319999933
11315881.tif,1000,771,Page1_Block15,language,en-US,"490,204 574,204 574,302 490,302",Page1_Block15_l4,"491,290 554,290 554,300 491,300",Page1_Block15_l4_w1,"491,290 523,290 523,297 491,297","TCRM.,",0.3416666687
11315881.tif,1000,771,Page1_Block15,language,en-US,"490,204 574,204 574,302 490,302",Page1_Block15_l4,"491,290 554,290 554,300 491,300",Page1_Block15_l4_w2,"531,291 535,291 535,300 531,300",f,0.2399999946
11315881.tif,1000,771,Page1_Block15,language,en-US,"490,204 574,204 574,302 490,302",Page1_Block15_l4,"491,290 554,290 554,300 491,300",Page1_Block15_l4_w3,"536,291 545,291 545,296 536,296",.C,0.4250000119
11315881.tif,1000,771,Page1_Block15,language,en-US,"490,204 574,204 574,302 490,302",Page1_Block15_l4,"491,290 554,290 554,300 491,300",Page1_Block15_l4_w4,"547,291 554,291 554,300 547,300",T,0.7599999905
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l1,"276,371 512,371 512,386 276,386",Page1_Block16_l1_w1,"276,371 335,371 335,381 276,381",COUNCIL,0.7099999785
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l1,"276,371 512,371 512,386 276,386",Page1_Block16_l1_w2,"345,371 369,371 369,382 345,382",FOR,0.676666677
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l1,"276,371 512,371 512,386 276,386",Page1_Block16_l1_w3,"378,373 437,373 437,384 378,384",TOBACCO,0.7357142568
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l1,"276,371 512,371 512,386 276,386",Page1_Block16_l1_w4,"446,375 512,375 512,386 446,386",RESEARCH,0.5
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l2,"309,386 502,386 502,399 309,399",Page1_Block16_l2_w1,"309,386 360,386 360,396 309,396",ANNUAL,0.5016666651
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l2,"309,386 502,386 502,399 309,399",Page1_Block16_l2_w2,"369,388 418,388 418,397 369,397",REPORT,0.7666666508
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l2,"309,386 502,386 502,399 309,399",Page1_Block16_l2_w3,"429,389 502,389 502,399 429,399",ENVELOPES,0.5988888741
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l3,"116,411 686,411 686,434 116,434",Page1_Block16_l3_w1,"116,411 163,411 163,423 116,423","18,000",0.573333323
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l3,"116,411 686,411 686,434 116,434",Page1_Block16_l3_w2,"174,412 249,412 249,422 174,422",ENVELOPES,0.5466666818
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l3,"116,411 686,411 686,434 116,434",Page1_Block16_l3_w3,"260,413 317,413 317,424 260,424",PRINTED,0.395714283
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l3,"116,411 686,411 686,434 116,434",Page1_Block16_l3_w4,"328,414 343,414 343,424 328,424",IN,0.1099999994
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l3,"116,411 686,411 686,434 116,434",Page1_Block16_l3_w5,"353,416 393,416 393,425 353,425",3LACK,0.5519999862
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l3,"116,411 686,411 686,434 116,434",Page1_Block16_l3_w6,"404,417 427,417 427,427 404,427",INK,0.2700000107
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l3,"116,411 686,411 686,434 116,434",Page1_Block16_l3_w7,"437,422 444,422 444,424 437,424",-,0.5500000119
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l3,"116,411 686,411 686,434 116,434",Page1_Block16_l3_w8,"454,418 460,418 460,428 454,428",6,0.200000003
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l3,"116,411 686,411 686,434 116,434",Page1_Block16_l3_w9,"472,418 493,418 493,429 472,429",1/2,0.7966666818
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l3,"116,411 686,411 686,434 116,434",Page1_Block16_l3_w10,"504,419 510,419 510,429 504,429",X,1
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l3,"116,411 686,411 686,434 116,434",Page1_Block16_l3_w11,"521,420 527,420 527,430 521,430",9,0.6800000072
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l3,"116,411 686,411 686,434 116,434",Page1_Block16_l3_w12,"539,420 560,420 560,432 539,432",1/2,0.646666646
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l3,"116,411 686,411 686,434 116,434",Page1_Block16_l3_w13,"571,425 578,425 578,428 571,428",-,0.5500000119
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l3,"116,411 686,411 686,434 116,434",Page1_Block16_l3_w14,"588,422 602,422 602,433 588,433",28,0.3100000024
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l3,"116,411 686,411 686,434 116,434",Page1_Block16_l3_w15,"613,423 628,423 628,433 613,433",LB,0.1899999976
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l3,"116,411 686,411 686,434 116,434",Page1_Block16_l3_w16,"646,424 686,424 686,434 646,434",WHITE,0.4339999855
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l4,"114,425 584,425 584,445 114,445",Page1_Block16_l4_w1,"114,425 147,425 147,435 114,435",WOVE,0.4174999893
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l4,"114,425 584,425 584,445 114,445",Page1_Block16_l4_w2,"157,430 164,430 164,432 157,432",-,0.6399999857
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l4,"114,425 584,425 584,445 114,445",Page1_Block16_l4_w3,"176,425 195,425 195,439 176,439","14,",0.5033333302
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l4,"114,425 584,425 584,445 114,445",Page1_Block16_l4_w4,"200,427 224,427 224,436 200,436",000,0.6233333349
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l4,"114,425 584,425 584,445 114,445",Page1_Block16_l4_w5,"234,427 266,427 266,437 234,437",V/ITH,0.4460000098
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l4,"114,425 584,425 584,445 114,445",Page1_Block16_l4_w6,"277,428 308,428 308,438 277,438",DULK,0.5649999976
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l4,"114,425 584,425 584,445 114,445",Page1_Block16_l4_w7,"319,429 376,429 376,440 319,440",INDICIA,0.6585714221
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l4,"114,425 584,425 584,445 114,445",Page1_Block16_l4_w8,"387,435 393,435 393,437 387,437",-,0.5500000119
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l4,"114,425 584,425 584,445 114,445",Page1_Block16_l4_w9,"403,430 443,430 443,444 403,444","4,000",0.4040000141
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l4,"114,425 584,425 584,445 114,445",Page1_Block16_l4_w10,"453,433 510,433 510,444 453,444",WITHOUT,0.5314285755
11315881.tif,1000,771,Page1_Block16,language,en-US,"114,369 689,369 689,453 114,453",Page1_Block16_l4,"114,425 584,425 584,445 114,445",Page1_Block16_l4_w11,"522,435 584,435 584,445 522,445",INDICIA.,0.5
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l1,"115,468 263,468 263,481 115,481",Page1_Block18_l1_w1,"115,468 162,468 162,480 115,480","14,000",0.3833333254
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l1,"115,468 263,468 263,481 115,481",Page1_Block18_l1_w2,"173,469 232,469 232,479 173,479",SHIPPED,0.5985714197
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l1,"115,468 263,468 263,481 115,481",Page1_Block18_l1_w3,"242,470 263,470 263,480 242,480",TO:,0.6166666746
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l2,"113,483 231,483 231,494 113,494",Page1_Block18_l2_w1,"113,483 163,483 163,492 113,492",FISHER,0.4916666746
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l2,"113,483 231,483 231,494 113,494",Page1_Block18_l2_w2,"173,483 231,483 231,494 173,494",STEVENS,0.7014285922
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l3,"113,498 627,498 627,516 113,516",Page1_Block18_l3_w1,"113,498 177,498 177,510 113,510","CLIFTON,",0.5987499952
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l3,"113,498 627,498 627,516 113,516",Page1_Block18_l3_w2,"189,499 226,499 226,509 189,509",N.J.’,0.621999979
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l3,"113,498 627,498 627,516 113,516",Page1_Block18_l3_w3,"625,511 627,511 627,514 625,514",.,0.5500000119
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l4,"112,512 307,512 307,524 112,524",Page1_Block18_l4_w1,"112,512 153,512 153,521 112,521",ATTN:,0.5839999914
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l4,"112,512 307,512 307,524 112,524",Page1_Block18_l4_w2,"164,512 204,512 204,522 164,522",L.RUCE,0.3983333409
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l4,"112,512 307,512 307,524 112,524",Page1_Block18_l4_w3,"216,514 229,514 229,523 216,523",N.,0.5699999928
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l4,"112,512 307,512 307,524 112,524",Page1_Block18_l4_w4,"242,514 307,514 307,524 242,524",LUMDOERG,0.5212500095
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l5,"112,540 272,540 272,553 112,553",Page1_Block18_l5_w1,"112,540 118,540 118,550 112,550",b,0.2399999946
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l5,"112,540 272,540 272,553 112,553",Page1_Block18_l5_w2,"130,541 187,541 187,551 130,551",CARTONS,0.8600000143
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l5,"112,540 272,540 272,553 112,553",Page1_Block18_l5_w3,"197,542 248,542 248,552 197,552",PICKED,0.6283333302
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l5,"112,540 272,540 272,553 112,553",Page1_Block18_l5_w4,"257,543 272,543 272,553 257,553",UP,0.3849999905
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l6,"112,555 641,555 641,577 112,577",Page1_Block18_l6_w1,"112,555 170,555 170,566 112,566",6/25/79,0.3928571343
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l6,"112,555 641,555 641,577 112,577",Page1_Block18_l6_w2,"586,565 641,565 641,577 586,577",$705.00,0.6399999857
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l7,"341,572 641,572 641,591 341,591",Page1_Block18_l7_w1,"341,572 365,572 365,582 341,582",TAX,0.7633333206
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l7,"341,572 641,572 641,591 341,591",Page1_Block18_l7_w2,"374,574 390,574 390,582 374,582",ON,0.474999994
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l7,"341,572 641,572 641,591 341,591",Page1_Block18_l7_w3,"400,574 415,574 415,583 400,583",NY,0.5
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l7,"341,572 641,572 641,591 341,591",Page1_Block18_l7_w4,"426,575 458,575 458,585 426,585",PART,0.8000000119
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l7,"341,572 641,572 641,591 341,591",Page1_Block18_l7_w5,"469,574 532,574 532,588 469,588",C$30.50),0.3449999988
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l7,"341,572 641,572 641,591 341,591",Page1_Block18_l7_w6,"611,581 617,581 617,590 611,590",2,0.3600000143
11315881.tif,1000,771,Page1_Block18,language,en-US,"111,468 644,468 644,591 111,591",Page1_Block18_l7,"341,572 641,572 641,591 341,591",Page1_Block18_l7_w7,"628,581 641,581 641,591 628,591",92,0.5799999833
11315881.tif,1000,771,Page1_Block19,language,en-US,"586,607 643,607 643,622 586,622",Page1_Block19_l1,"586,608 641,608 641,620 586,620",Page1_Block19_l1_w1,"586,608 641,608 641,620 586,620",$707.92,0.6014285684
11315936.tif,1000,771,Page1_Block1,language,en-US,"64,6 107,6 107,17 64,17",Page1_Block1_l1,"65,6 105,6 105,15 65,15",Page1_Block1_l1_w1,"65,6 105,6 105,15 65,15",929-5275,0.4162499905
11315936.tif,1000,771,Page1_Block2,language,en-US,"227,0 553,0 553,89 227,89",Page1_Block2_l1,"290,0 350,0 350,25 290,25",Page1_Block2_l1_w1,"290,0 350,0 350,25 290,25",7~7,0.2599999905
11315936.tif,1000,771,Page1_Block2,language,en-US,"227,0 553,0 553,89 227,89",Page1_Block2_l2,"229,28 551,28 551,51 229,51",Page1_Block2_l2_w1,"229,28 329,28 329,47 229,47",Adams,0.7020000219
11315936.tif,1000,771,Page1_Block2,language,en-US,"227,0 553,0 553,89 227,89",Page1_Block2_l2,"229,28 551,28 551,51 229,51",Page1_Block2_l2_w2,"341,30 426,30 426,47 341,47",Letter,0.7799999714
11315936.tif,1000,771,Page1_Block2,language,en-US,"227,0 553,0 553,89 227,89",Page1_Block2_l2,"229,28 551,28 551,51 229,51",Page1_Block2_l2_w3,"437,30 485,30 485,50 437,50","Co.,",0.6650000215
11315936.tif,1000,771,Page1_Block2,language,en-US,"227,0 553,0 553,89 227,89",Page1_Block2_l2,"229,28 551,28 551,51 229,51",Page1_Block2_l2_w4,"498,32 551,32 551,49 498,49",Inc.,0.5
11315936.tif,1000,771,Page1_Block2,language,en-US,"227,0 553,0 553,89 227,89",Page1_Block2_l3,"321,57 460,57 460,67 321,67",Page1_Block2_l3_w1,"321,57 337,57 337,67 321,67",55,1
11315936.tif,1000,771,Page1_Block2,language,en-US,"227,0 553,0 553,89 227,89",Page1_Block2_l3,"321,57 460,57 460,67 321,67",Page1_Block2_l3_w2,"345,57 400,57 400,67 345,67",VANDAM,0.7850000262
11315936.tif,1000,771,Page1_Block2,language,en-US,"227,0 553,0 553,89 227,89",Page1_Block2_l3,"321,57 460,57 460,67 321,67",Page1_Block2_l3_w3,"408,57 460,57 460,67 408,67",STREET,0.7749999762
11315936.tif,1000,771,Page1_Block2,language,en-US,"227,0 553,0 553,89 227,89",Page1_Block2_l4,"307,74 473,74 473,86 307,86",Page1_Block2_l4_w1,"308,74 338,74 338,85 308,85",NEW,1
11315936.tif,1000,771,Page1_Block2,language,en-US,"227,0 553,0 553,89 227,89",Page1_Block2_l4,"307,74 473,74 473,86 307,86",Page1_Block2_l4_w2,"344,74 385,74 385,86 344,86","YORK,",0.8899999857
11315936.tif,1000,771,Page1_Block2,language,en-US,"227,0 553,0 553,89 227,89",Page1_Block2_l4,"307,74 473,74 473,86 307,86",Page1_Block2_l4_w3,"393,75 406,75 406,84 393,84",N.,0.8199999928
11315936.tif,1000,771,Page1_Block2,language,en-US,"227,0 553,0 553,89 227,89",Page1_Block2_l4,"307,74 473,74 473,86 307,86",Page1_Block2_l4_w4,"413,75 424,75 424,85 413,85",Y.,0.7749999762
11315936.tif,1000,771,Page1_Block2,language,en-US,"227,0 553,0 553,89 227,89",Page1_Block2_l4,"307,74 473,74 473,86 307,86",Page1_Block2_l4_w5,"432,75 473,75 473,86 432,86",10013,0.7839999795
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l1,"470,144 662,144 662,159 470,159",Page1_Block3_l1_w1,"470,146 472,146 472,149 470,149",’,1
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l1,"470,144 662,144 662,159 470,159",Page1_Block3_l1_w2,"480,151 504,151 504,159 480,159",dat«,0.3249999881
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l1,"470,144 662,144 662,159 470,159",Page1_Block3_l1_w3,"522,145 592,145 592,156 522,156",NOVEMBER,0.7062500119
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l1,"470,144 662,144 662,159 470,159",Page1_Block3_l1_w4,"605,146 662,146 662,159 605,159","16,1982",0.7300000191
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l2,"480,173 583,173 583,188 480,188",Page1_Block3_l2_w1,"480,181 519,181 519,188 480,188",INVOICE,0.5185714364
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l2,"480,173 583,173 583,188 480,188",Page1_Block3_l2_w2,"524,182 540,182 540,188 524,188",NO.,0.4766666591
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l2,"480,173 583,173 583,188 480,188",Page1_Block3_l2_w3,"549,174 583,174 583,186 549,186",5647,0.5899999738
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l3,"50,189 350,189 350,205 50,205",Page1_Block3_l3_w1,"50,194 67,194 67,201 50,201",to:,0.7266666889
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l3,"50,189 350,189 350,205 50,205",Page1_Block3_l3_w2,"77,190 139,190 139,200 77,200",LEONARD,0.7071428299
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l3,"50,189 350,189 350,205 50,205",Page1_Block3_l3_w3,"149,190 183,190 183,200 149,200",ZAHN,0.5824999809
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l3,"50,189 350,189 350,205 50,205",Page1_Block3_l3_w4,"193,190 200,190 200,200 193,200",8,0.2399999946
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l3,"50,189 350,189 350,205 50,205",Page1_Block3_l3_w5,"211,190 305,190 305,205 211,205","ASSOCIATES,",0.8645454645
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l3,"50,189 350,189 350,205 50,205",Page1_Block3_l3_w6,"319,192 350,192 350,203 319,203",INC.,0.8899999857
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l4,"79,205 565,205 565,219 79,219",Page1_Block3_l4_w1,"79,205 93,205 93,216 79,216",13,0.3799999952
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l4,"79,205 565,205 565,219 79,219",Page1_Block3_l4_w2,"104,205 165,205 165,215 104,215",LINCOLN,0.7285714149
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l4,"79,205 565,205 565,219 79,219",Page1_Block3_l4_w3,"176,205 209,205 209,215 176,215",ROAD,0.8274999857
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l4,"79,205 565,205 565,219 79,219",Page1_Block3_l4_w4,"480,212 499,212 499,219 480,219",you,0.5766666532
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l4,"79,205 565,205 565,219 79,219",Page1_Block3_l4_w5,"500,213 506,213 506,219 500,219",.,0.5500000119
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l4,"79,205 565,205 565,219 79,219",Page1_Block3_l4_w6,"511,212 565,212 565,219 511,219",onot.Ho.,0.4412499964
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l5,"77,220 254,220 254,233 77,233",Page1_Block3_l5_w1,"77,220 120,220 120,230 77,230",GREAT,0.7860000134
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l5,"77,220 254,220 254,233 77,233",Page1_Block3_l5_w2,"131,220 172,220 172,233 131,233","NECK,",0.6980000138
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l5,"77,220 254,220 254,233 77,233",Page1_Block3_l5_w3,"184,221 200,221 200,231 184,231",NY,0.7300000191
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l5,"77,220 254,220 254,233 77,233",Page1_Block3_l5_w4,"213,221 254,221 254,232 213,232",10021,0.8119999766
11315936.tif,1000,771,Page1_Block3,language,en-US,"50,142 664,142 664,252 50,252",Page1_Block3_l6,"480,242 512,242 512,250 480,250",Page1_Block3_l6_w1,"480,242 512,242 512,250 480,250",ROUT.,0.5019999743
11315936.tif,1000,771,Page1_Block4,language,en-US,"480,266 557,266 557,282 480,282",Page1_Block4_l1,"481,266 555,266 555,280 481,280",Page1_Block4_l1_w1,"481,273 515,273 515,280 481,280",T.AM.I,0.2616666555
11315936.tif,1000,771,Page1_Block4,language,en-US,"480,266 557,266 557,282 480,282",Page1_Block4_l1,"481,266 555,266 555,280 481,280",Page1_Block4_l1_w2,"531,267 555,267 555,277 531,277",NET,0.8299999833
11315936.tif,1000,771,Page1_Block5,language,en-US,"183,357 620,357 620,375 183,375",Page1_Block5_l1,"183,357 618,357 618,372 183,372",Page1_Block5_l1_w1,"183,357 244,357 244,367 183,367",MAILING,0.7514285445
11315936.tif,1000,771,Page1_Block5,language,en-US,"183,357 620,357 620,375 183,375",Page1_Block5_l1,"183,357 618,357 618,372 183,372",Page1_Block5_l1_w2,"256,362 262,362 262,365 256,365",-,0.7900000215
11315936.tif,1000,771,Page1_Block5,language,en-US,"183,357 620,357 620,375 183,375",Page1_Block5_l1,"183,357 618,357 618,372 183,372",Page1_Block5_l1_w3,"274,357 305,357 305,369 274,369",1981,0.8899999857
11315936.tif,1000,771,Page1_Block5,language,en-US,"183,357 620,357 620,375 183,375",Page1_Block5_l1,"183,357 618,357 618,372 183,372",Page1_Block5_l1_w4,"315,359 368,359 368,369 315,369",ANNUAL,0.9283333421
11315936.tif,1000,771,Page1_Block5,language,en-US,"183,357 620,357 620,375 183,375",Page1_Block5_l1,"183,357 618,357 618,372 183,372",Page1_Block5_l1_w5,"379,359 430,359 430,369 379,369",REPORT,0.9283333421
11315936.tif,1000,771,Page1_Block5,language,en-US,"183,357 620,357 620,375 183,375",Page1_Block5_l1,"183,357 618,357 618,372 183,372",Page1_Block5_l1_w6,"441,360 457,360 457,370 441,370",TO,0.8249999881
11315936.tif,1000,771,Page1_Block5,language,en-US,"183,357 620,357 620,375 183,375",Page1_Block5_l1,"183,357 618,357 618,372 183,372",Page1_Block5_l1_w7,"468,360 528,360 528,371 468,371",DOCTORS,0.96714288
11315936.tif,1000,771,Page1_Block5,language,en-US,"183,357 620,357 620,375 183,375",Page1_Block5_l1,"183,357 618,357 618,372 183,372",Page1_Block5_l1_w8,"539,361 573,361 573,371 539,371",AACR,1
11315936.tif,1000,771,Page1_Block5,language,en-US,"183,357 620,357 620,375 183,375",Page1_Block5_l1,"183,357 618,357 618,372 183,372",Page1_Block5_l1_w9,"584,361 618,361 618,372 584,372",LIST,0.8824999928
11315936.tif,1000,771,Page1_Block6,language,en-US,"74,401 681,401 681,507 74,507",Page1_Block6_l1,"76,401 679,401 679,417 76,417",Page1_Block6_l1_w1,"76,401 128,401 128,411 76,411",TYPING,0.7233333588
11315936.tif,1000,771,Page1_Block6,language,en-US,"74,401 681,401 681,507 74,507",Page1_Block6_l1,"76,401 679,401 679,417 76,417",Page1_Block6_l1_w2,"139,402 190,402 190,412 139,412",LABELS,0.9300000072
11315936.tif,1000,771,Page1_Block6,language,en-US,"74,401 681,401 681,507 74,507",Page1_Block6_l1,"76,401 679,401 679,417 76,417",Page1_Block6_l1_w3,"201,402 217,402 217,412 201,412",TO,0.7699999809
11315936.tif,1000,771,Page1_Block6,language,en-US,"74,401 681,401 681,507 74,507",Page1_Block6_l1,"76,401 679,401 679,417 76,417",Page1_Block6_l1_w4,"228,402 288,402 288,413 228,413",DOCTORS,0.9300000072
11315936.tif,1000,771,Page1_Block6,language,en-US,"74,401 681,401 681,507 74,507",Page1_Block6_l1,"76,401 679,401 679,417 76,417",Page1_Block6_l1_w5,"300,403 340,403 340,416 300,416","LIST,",0.7659999728
11315936.tif,1000,771,Page1_Block6,language,en-US,"74,401 681,401 681,507 74,507",Page1_Block6_l1,"76,401 679,401 679,417 76,417",Page1_Block6_l1_w6,"353,404 395,404 395,414 353,414",PASTE,0.9060000181
